inertia_mean,inertia_std,num_components,training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,calinski_harabasz_score_mean,calinski_harabasz_score_std,davies_bouldin_score_mean,davies_bouldin_score_std,adjusted_rand_score_mean,adjusted_rand_score_std,adjusted_mutual_info_score_mean,adjusted_mutual_info_score_std,homogeneity_score_mean,homogeneity_score_std,completeness_score_mean,completeness_score_std,silhouette_score_mean,silhouette_score_std
8.726553621412016,0.26354800009015894,2,0.6896565976688483,0.020205675112440313,0.0022512743356249607,0.0009516949943148051,115.05401700358978,5.052459013638836,2.887792459364284,0.021717114750514903,0.00871964101541915,0.003363857277593533,0.019680141331177545,0.004824859778013949,0.016612155781183732,0.0038954251948849395,0.031938647710473826,0.007157176854064725,0.12834964228361476,0.004647136380596022
7.401942655876778,0.306600076424085,4,0.815082278335467,0.08073222621217536,0.0006321213343956819,7.489088043453442e-05,116.96688074773014,10.479668627213785,2.09947413743367,0.07585011464431682,0.01584009202922192,0.009618116063193663,0.028989459659281343,0.009698322632584003,0.03244959007591122,0.008804059409179903,0.035529115627409937,0.011444415574582667,0.152841527336373,0.007814509905518442
6.216635430968622,0.2699071176360907,6,0.8251051633318033,0.03248424512663065,0.001791269998648204,0.0009914186496589894,137.44502474357557,16.247360521294407,1.629967883882844,0.018907797349917852,0.020855694847252304,0.004821233126299917,0.03481234604419986,0.0054654310347175905,0.04559907714249781,0.006023459667397604,0.038736532683391535,0.005601566450905546,0.17957511169801746,0.008334284245211513
5.114371866192934,0.20106020722189005,8,0.8229307539974494,0.02108541897989645,0.0005095653371730199,0.00010933533331494732,147.8161655691073,12.35494819259291,1.4676124870767737,0.05371450558749033,0.014083614160507657,0.0036780574213913946,0.03325377313722242,0.004826930428110684,0.04921469962874792,0.005820451949377485,0.035817720935369106,0.004799970667811903,0.2100209778440808,0.0122163623159166
4.361174963011292,0.16601927246803141,10,0.7846501039991077,0.006102304856078256,0.0028429056643896424,0.0011133611137142075,154.3152790741065,15.288654042903085,1.2835087523740552,0.039243542456414565,0.010432385412122927,0.002013615120838202,0.031205443072015605,0.0032993359670642946,0.053623351733253714,0.004145768373772294,0.033130445852914324,0.0031663551961128716,0.2235592962124804,0.009815903445815148
3.8197672389354747,0.12783610727912903,12,1.1641084346629214,0.39813046113423073,0.0005020403332309797,9.562963725306966e-05,157.01840349157862,20.419447530797783,1.233474229862068,0.03919309766630208,0.010533408178165964,0.0005398350562261391,0.031689529978980724,0.004701286113729488,0.059892590871390705,0.006677003426958265,0.03347733414697448,0.004046988965732674,0.23186403488843524,0.009072874138078764
3.4713743223088005,0.07878685634154535,14,1.5269652880039455,0.08276661096535587,0.0015176073356997222,0.0013440737975027527,151.61679971764218,22.03035443049549,1.190833043871606,0.034294664885369947,0.008467889658919824,0.001171352399581299,0.031587717581741,0.002853880502234966,0.06398597262998859,0.0030141589988603498,0.033986056948218685,0.002160171854995977,0.23757980273301857,0.00176647960422743
3.2095247792615496,0.08882750113149757,16,1.436663198338162,0.18895892554790858,0.0025252513344942904,0.0024844075620602066,146.61512100940615,19.619412863578162,1.2372838450003163,0.02562248860626835,0.007032974508013458,0.001220168220663833,0.031404084217154814,0.0025391697308769796,0.06833299810823872,0.0039173100509109675,0.034287030891832104,0.002171141867517612,0.22919310114821767,0.004345516099044108
3.0150664254934187,0.06957196386695211,18,1.5866225416684756,0.14495383104864462,0.001372180330993918,0.0008929051496213184,140.56224129984903,20.28643053658028,1.2393813103140852,0.06644488338514871,0.008958720874998723,0.00041489375591582234,0.03294556204998914,0.0010752053129205142,0.07393333592567707,0.0024107462402539344,0.035878808714591814,0.0004201637764339245,0.2259387044864437,0.006963154571871533
2.799491821624086,0.057114571387644926,20,1.5148621879973991,0.23753714745035448,0.00637243834110753,0.004671750236452088,136.07069253618295,19.552493569698747,1.2252129762287263,0.06629101274736256,0.007626875047352343,0.0010932773697851785,0.03319228649376466,0.0026119413322105082,0.07851032187059763,0.0033153214499426894,0.03661643117105661,0.0023519583286518188,0.22308440805297816,0.0034586607367195488
2.4173399587997992,0.04030321567428952,25,1.57902160466377,0.11174189477998199,0.000993156999660035,0.0003935735193536244,143.59216469141055,6.187041450150768,1.1798946266653234,0.03341447085581619,0.005709824313953715,0.00041421819711486284,0.030532049999565724,0.0011767055293675423,0.08319801617814969,0.0025240163572168603,0.036033053144049317,0.0010250685448815837,0.22763968978939306,0.00596417354057502
1.5447153125187683,0.009661165393161274,50,1.6477496586643003,0.05792858010722996,0.0026527969991244995,0.0015864386733815293,116.24630121707857,11.361452627355447,1.1815363675301942,0.04153889701910448,0.005344707815797747,0.0006873497413455227,0.03420132377956369,0.004814903790024149,0.12824601212022113,0.0073738953742632845,0.045176207035281725,0.002559250071135432,0.20656919964238907,0.0049975710223108035
1.1380626076314149,0.011248709500230651,75,1.7943756796691257,0.19087811027359716,0.004031600333595027,0.0022791640320039375,105.88910242184535,6.849679259215507,1.105331704364305,0.014918688550802174,0.0036507042235611677,0.0006039839584189859,0.03144486507078357,0.004740802551587265,0.15575068762390523,0.00755606169004213,0.049671353527891475,0.0026726781557519018,0.20773706990297558,0.0029705252783318184
0.9186842367952174,0.01188610984688528,100,1.7373050940029013,0.05244892649232303,0.0032891196654721475,0.0011888197476661218,93.70332816117168,14.099876150752051,1.1163955450504204,0.02410230092013966,0.0030717621978571426,0.000609449177889817,0.0331236143996285,0.004414585204043238,0.18964257837048273,0.005052964211124572,0.05646494431138042,0.00192435029382394,0.20737814318866932,0.0019332024219066702
0.5369445235945154,0.004898810843548322,195,1.9697427820016553,0.09261681156145003,0.003537614335073158,0.0013775068069567004,88.67278796160998,6.311526998733918,1.0968897860463322,0.008563918787947546,0.0016470874488246372,0.00014947840937389292,0.031225065411810762,0.005669295905353522,0.278227594337461,0.010554581180891975,0.07215814873154071,0.00300056218508766,0.18946377554559857,0.003954759183844048
